line_name,trial,season,Fruit_weight,Fruit_set
SL45,2014_Win_Mie,Win,131,-2.44145933
SL46,2014_Win_Mie,Win,104,-2.564949357
SL47,2014_Win_Mie,Win,144,-2.590738752
SL48,2014_Win_Mie,Win,138,-2.76000994
SL49,2014_Win_Mie,Win,161,-2.718254371
SL50,2014_Win_Mie,Win,123,-2.120263536
SL102,2014_Win_Mie,Win,201,-2.812233554
SL52,2014_Win_Mie,Win,137,-2.486678129
SL53,2014_Win_Mie,Win,140,-2.685192063
SL54,2014_Win_Mie,Win,125,-2.948259423
SL55,2014_Win_Mie,Win,200,-2.726918685
SL56,2014_Win_Mie,Win,153,-2.840109923
SL57,2014_Win_Mie,Win,138,-2.78147767
SL58,2014_Win_Mie,Win,103,-3.158417856
SL59,2014_Win_Mie,Win,127,-2.718254371
SL60,2014_Win_Mie,Win,120,-2.98009338
SL61,2014_Win_Mie,Win,144,-2.632029894
SL62,2014_Win_Mie,Win,186,-2.800220661
SL63,2014_Win_Mie,Win,145,-2.87423472
SL64,2014_Win_Mie,Win,101,-2.840109923
SL65,2014_Win_Mie,Win,172,-2.87423472
SL66,2014_Win_Mie,Win,213,-2.926359391
SL67,2014_Win_Mie,Win,145,-2.840109923
SL68,2014_Win_Mie,Win,169,-2.582680318
SL69,2014_Win_Mie,Win,212,-3.016934481
SL70,2014_Win_Mie,Win,99,-2.397895273
SL71,2014_Win_Mie,Win,205,-2.721987709
SL72,2014_Win_Mie,Win,156,-2.895409552
SL73,2014_Win_Mie,Win,246,-3.139626453
SL74,2014_Win_Mie,Win,180,-2.76000994
SL75,2014_Win_Mie,Win,150,-2.837406222
SL76,2014_Win_Mie,Win,169,-2.987205457
SL77,2014_Win_Mie,Win,175,-2.629696887
SL103,2014_Win_Mie,Win,153,-2.764220473
SL79,2014_Win_Mie,Win,150,-2.646962509
SL80,2014_Win_Mie,Win,156,-2.875863731
SL81,2014_Win_Mie,Win,133,-2.944438979
SL82,2014_Win_Mie,Win,150,-2.98009338
SL83,2014_Win_Mie,Win,156,-2.764220473
SL84,2014_Win_Mie,Win,129,-2.837406222
SL85,2014_Win_Mie,Win,138,-2.876385516
SL86,2014_Win_Mie,Win,211,-2.719333819
SL87,2014_Win_Mie,Win,155,-2.456735773
SL88,2014_Win_Mie,Win,153,-3.016934481
SL89,2014_Win_Mie,Win,180,-3.016934481
SL90,2014_Win_Mie,Win,137,-2.864794916
SL91,2014_Win_Mie,Win,112,-2.843851742
SL92,2014_Win_Mie,Win,161,-2.564949357
SL93,2014_Win_Mie,Win,176,-2.721987709
SL94,2014_Win_Mie,Win,122,-2.718254371
SL95,2014_Win_Mie,Win,137,-2.90989323
SL96,2014_Win_Mie,Win,157,-2.397895273
